postal_cd,postal_suffix_cd,internet_access_ind,utilities_included_ind,deposit_amt_eur,additional_cost_amt_eur,registration_cost_amt_eur,rent_amt_eur,price_per_night_eur,airbnb_income_amt,kamernet_income_amt,airbnb_income_rank,kamernet_income_rank
1055,AA,Y,N,400.000,0.000,0.000,850.000,75.000,13500.000,10200.000,94,186
1055,ZT,Y,N,1000.000,105.000,0.000,800.000,75.000,13500.000,9495.000,94,200
1092,VA,Y,N,0.000,0.000,0.000,750.000,75.000,13500.000,9000.000,94,212
1111,AH,Y,N,617.000,0.000,0.000,653.000,75.000,13500.000,7836.000,94,226
1056,WJ,Y,N,620.000,18.000,0.000,620.000,75.000,13500.000,7422.000,94,231
1055,ED,Y,N,750.000,0.000,0.000,590.000,75.000,13500.000,7080.000,94,238
1111,AH,Y,N,655.000,220.000,0.000,435.000,75.000,13500.000,5000.000,94,253
1018,DW,Y,N,650.000,100.000,0.000,650.000,74.000,13320.000,7700.000,95,228
1018,DW,Y,N,0.000,0.000,0.000,599.000,74.000,13320.000,7188.000,95,234
1018,DW,Y,N,0.000,0.000,0.000,599.000,74.000,13320.000,7188.000,95,234
1018,DW,Y,N,0.000,0.000,0.000,599.000,74.000,13320.000,7188.000,95,234
1018,DW,Y,N,0.000,0.000,0.000,499.000,74.000,13320.000,5988.000,95,249
1052,JL,N,N,0.000,0.000,0.000,1750.000,73.000,13140.000,21000.000,96,65
1095,BJ,Y,N,1900.000,300.000,0.000,1900.000,71.000,12780.000,22500.000,97,53
1019,DC,Y,N,5400.000,0.000,0.000,2700.000,70.000,12600.000,32400.000,98,12
1019,DC,Y,N,5400.000,0.000,0.000,2700.000,70.000,12600.000,32400.000,98,12
1019,DC,Y,N,5400.000,0.000,0.000,2700.000,70.000,12600.000,32400.000,98,12
1019,DC,Y,N,5400.000,0.000,0.000,2700.000,70.000,12600.000,32400.000,98,12
1019,DC,N,N,2500.000,0.000,0.000,2500.000,70.000,12600.000,30000.000,98,16
1057,RJ,N,N,2200.000,0.000,0.000,2200.000,70.000,12600.000,26400.000,98,29
1078,BA,N,N,0.000,0.000,0.000,1950.000,70.000,12600.000,23400.000,98,45
1073,LP,N,N,0.000,0.000,0.000,1950.000,70.000,12600.000,23400.000,98,45
1021,LR,N,N,3600.000,0.000,0.000,1800.000,70.000,12600.000,21600.000,98,57
1054,VC,Y,N,0.000,0.000,0.000,1750.000,70.000,12600.000,21000.000,98,65
1053,KV,N,N,0.000,300.000,0.000,1750.000,70.000,12600.000,20700.000,98,69
1054,VC,N,N,0.000,0.000,0.000,1500.000,70.000,12600.000,18000.000,98,101
1054,VC,N,N,0.000,0.000,0.000,1500.000,70.000,12600.000,18000.000,98,101
1095,TA,N,N,0.000,0.000,0.000,1500.000,70.000,12600.000,18000.000,98,101
1053,CG,Y,N,0.000,0.000,0.000,1375.000,70.000,12600.000,16500.000,98,120
1091,BD,Y,N,0.000,0.000,0.000,1300.000,70.000,12600.000,15600.000,98,127
1093,XA,Y,N,1050.000,0.000,0.000,950.000,70.000,12600.000,11400.000,98,160
1093,XA,Y,N,1000.000,0.000,0.000,950.000,70.000,12600.000,11400.000,98,160
1092,VA,Y,N,0.000,0.000,0.000,750.000,70.000,12600.000,9000.000,98,212
1073,LP,Y,N,750.000,0.000,50.000,750.000,70.000,12600.000,8950.000,98,214
1055,EX,Y,N,3200.000,0.000,0.000,1600.000,69.000,12420.000,19200.000,99,87
1055,ZT,Y,N,1000.000,105.000,0.000,800.000,69.000,12420.000,9495.000,99,200
1019,PE,Y,N,1500.000,95.000,0.000,750.000,69.000,12420.000,8905.000,99,216
1018,JM,Y,N,0.000,0.000,0.000,475.000,69.000,12420.000,5700.000,99,250
1018,JM,Y,N,0.000,0.000,0.000,475.000,69.000,12420.000,5700.000,99,250
1018,JM,Y,N,0.000,0.000,0.000,475.000,69.000,12420.000,5700.000,99,250
1018,SK,N,N,0.000,0.000,0.000,1450.000,68.000,12240.000,17400.000,100,110
1018,KP,Y,N,2000.000,0.000,0.000,1000.000,68.000,12240.000,12000.000,100,153
1055,ZT,Y,N,1000.000,105.000,0.000,800.000,67.000,12060.000,9495.000,101,200
1079,JG,N,N,3700.000,0.000,0.000,1850.000,65.000,11700.000,22200.000,102,54
1065,TP,N,N,2600.000,0.000,0.000,1300.000,65.000,11700.000,15600.000,102,127
1018,KP,Y,N,2000.000,0.000,0.000,1000.000,64.000,11520.000,12000.000,103,153
1096,GJ,N,N,0.000,0.000,0.000,1600.000,62.000,11160.000,19200.000,104,87
1096,GJ,N,N,0.000,0.000,0.000,1225.000,62.000,11160.000,14700.000,104,134
1096,GJ,Y,N,0.000,0.000,0.000,1200.000,62.000,11160.000,14400.000,104,135
1096,GJ,Y,N,750.000,0.000,0.000,1175.000,62.000,11160.000,14100.000,104,137
1096,GJ,N,N,0.000,0.000,0.000,1150.000,62.000,11160.000,13800.000,104,139
1054,ZT,N,N,0.000,0.000,0.000,3250.000,60.000,10800.000,39000.000,105,9
1056,LD,Y,N,1000.000,0.000,0.000,1999.000,60.000,10800.000,23988.000,105,38
1051,AC,Y,N,3950.000,0.000,0.000,1950.000,60.000,10800.000,23400.000,105,45
1051,AC,Y,N,3950.000,0.000,0.000,1950.000,60.000,10800.000,23400.000,105,45
1061,WB,N,N,0.000,0.000,0.000,1900.000,60.000,10800.000,22800.000,105,50
1061,WB,N,N,0.000,0.000,0.000,1850.000,60.000,10800.000,22200.000,105,54
1061,WB,N,N,0.000,0.000,0.000,1750.000,60.000,10800.000,21000.000,105,65
1061,WB,N,N,0.000,0.000,0.000,1750.000,60.000,10800.000,21000.000,105,65
1069,SC,N,N,1750.000,0.000,0.000,1700.000,60.000,10800.000,20400.000,105,70
1051,EV,Y,N,1650.000,0.000,0.000,1650.000,60.000,10800.000,19800.000,105,78
1073,GJ,N,N,3500.000,0.000,0.000,1650.000,60.000,10800.000,19800.000,105,78
1033,RA,Y,N,1550.000,0.000,0.000,1550.000,60.000,10800.000,18600.000,105,96
1019,LR,N,N,0.000,300.000,0.000,1495.000,60.000,10800.000,17640.000,105,108
1019,LR,N,N,0.000,300.000,0.000,1450.000,60.000,10800.000,17100.000,105,113
1065,TR,Y,N,1600.000,0.000,0.000,1400.000,60.000,10800.000,16800.000,105,114
1065,TR,Y,N,1600.000,0.000,0.000,1400.000,60.000,10800.000,16800.000,105,114
1065,TR,Y,N,1600.000,0.000,0.000,1400.000,60.000,10800.000,16800.000,105,114
1065,TR,Y,N,1500.000,0.000,0.000,1300.000,60.000,10800.000,15600.000,105,127
1053,LJ,N,N,0.000,0.000,0.000,925.000,60.000,10800.000,11100.000,105,164
1013,VZ,Y,N,900.000,0.000,0.000,900.000,60.000,10800.000,10800.000,105,167
1053,LJ,N,N,3600.000,75.000,0.000,900.000,60.000,10800.000,10725.000,105,169
1061,WB,Y,N,872.000,0.000,0.000,872.000,60.000,10800.000,10464.000,105,179
1013,VZ,Y,N,0.000,0.000,0.000,850.000,60.000,10800.000,10200.000,105,186
1056,GC,Y,N,1700.000,50.000,0.000,850.000,60.000,10800.000,10150.000,105,188
1056,GC,Y,N,1600.000,0.000,0.000,800.000,60.000,10800.000,9600.000,105,196
1061,WB,N,N,0.000,0.000,0.000,775.000,60.000,10800.000,9300.000,105,204
1061,WB,Y,N,775.000,75.000,0.000,775.000,60.000,10800.000,9225.000,105,206
1061,WB,Y,N,766.000,75.000,0.000,775.000,60.000,10800.000,9225.000,105,206
1069,SC,Y,N,680.000,38.000,0.000,642.000,60.000,10800.000,7666.000,105,229
1069,SC,Y,N,680.000,38.000,0.000,642.000,60.000,10800.000,7666.000,105,229
1021,LR,N,N,3600.000,0.000,0.000,1800.000,59.000,10620.000,21600.000,106,57
1066,HG,Y,N,0.000,0.000,0.000,940.000,59.000,10620.000,11280.000,106,162
1066,HG,Y,N,940.000,0.000,0.000,940.000,59.000,10620.000,11280.000,106,162
1066,HG,Y,N,0.000,0.000,0.000,940.000,59.000,10620.000,11280.000,106,162
1066,HG,Y,N,0.000,0.000,0.000,940.000,59.000,10620.000,11280.000,106,162
1066,HG,Y,N,800.000,0.000,0.000,800.000,59.000,10620.000,9600.000,106,196
1018,DW,Y,N,650.000,100.000,0.000,650.000,59.000,10620.000,7700.000,106,228
1018,DW,Y,N,0.000,0.000,0.000,599.000,59.000,10620.000,7188.000,106,234
1018,DW,Y,N,0.000,0.000,0.000,599.000,59.000,10620.000,7188.000,106,234
1018,DW,Y,N,0.000,0.000,0.000,599.000,59.000,10620.000,7188.000,106,234
1018,DW,Y,N,0.000,0.000,0.000,499.000,59.000,10620.000,5988.000,106,249
1097,HG,Y,N,0.000,0.000,0.000,1500.000,57.000,10260.000,18000.000,107,101
1058,GD,Y,N,3500.000,0.000,0.000,2200.000,55.000,9900.000,26400.000,108,29
1078,AW,N,N,0.000,0.000,0.000,2100.000,55.000,9900.000,25200.000,108,33
1072,NC,Y,N,4000.000,200.000,0.000,2000.000,55.000,9900.000,23800.000,108,41
1072,NC,Y,N,4000.000,200.000,0.000,2000.000,55.000,9900.000,23800.000,108,41
1072,NC,Y,N,1950.000,200.000,0.000,1950.000,55.000,9900.000,23200.000,108,48
1017,HA,N,N,0.000,0.000,0.000,1795.000,55.000,9900.000,21540.000,108,59
1059,CX,Y,N,1585.000,0.000,0.000,1585.000,55.000,9900.000,19020.000,108,91
1059,CX,Y,N,1500.000,0.000,0.000,1500.000,55.000,9900.000,18000.000,108,101
1055,AA,N,N,1350.000,0.000,0.000,1350.000,55.000,9900.000,16200.000,108,122
1055,AA,N,N,1350.000,0.000,0.000,1350.000,55.000,9900.000,16200.000,108,122
1055,AA,Y,N,1750.000,0.000,0.000,1300.000,55.000,9900.000,15600.000,108,127
1055,AA,Y,N,1750.000,0.000,0.000,1300.000,55.000,9900.000,15600.000,108,127
1055,AA,Y,N,1275.000,0.000,0.000,1275.000,55.000,9900.000,15300.000,108,129
1055,AA,Y,N,1275.000,0.000,0.000,1275.000,55.000,9900.000,15300.000,108,129
1055,AA,Y,N,0.000,0.000,0.000,1250.000,55.000,9900.000,15000.000,108,131
1055,AA,Y,N,0.000,0.000,0.000,1250.000,55.000,9900.000,15000.000,108,131
1071,AN,Y,N,1150.000,0.000,0.000,1227.000,55.000,9900.000,14724.000,108,133
1055,AA,Y,N,1750.000,65.000,0.000,1175.000,55.000,9900.000,14035.000,108,138
1055,AA,Y,N,1750.000,65.000,0.000,1175.000,55.000,9900.000,14035.000,108,138
1055,AA,N,N,2150.000,0.000,0.000,1075.000,55.000,9900.000,12900.000,108,147
1055,AA,N,N,2150.000,0.000,0.000,1075.000,55.000,9900.000,12900.000,108,147
1014,AG,Y,N,0.000,5000.000,0.000,1450.000,55.000,9900.000,12400.000,108,152
1073,BM,N,N,750.000,0.000,0.000,900.000,55.000,9900.000,10800.000,108,167
1072,NC,Y,N,1580.000,10.000,0.000,860.000,55.000,9900.000,10310.000,108,183
1055,AA,Y,N,400.000,0.000,0.000,850.000,55.000,9900.000,10200.000,108,186
1055,AA,Y,N,400.000,0.000,0.000,850.000,55.000,9900.000,10200.000,108,186
1072,NC,Y,N,800.000,0.000,0.000,830.000,55.000,9900.000,9960.000,108,191
1091,WS,Y,N,800.000,50.000,0.000,800.000,53.000,9540.000,9550.000,109,198
1083,CM,N,N,0.000,0.000,40.000,2450.000,50.000,9000.000,29360.000,110,21
1083,CM,N,N,0.000,0.000,40.000,2450.000,50.000,9000.000,29360.000,110,21
1058,ES,Y,N,0.000,0.000,0.000,2150.000,50.000,9000.000,25800.000,110,31
1058,ES,Y,N,0.000,0.000,0.000,2000.000,50.000,9000.000,24000.000,110,37
1055,SC,N,N,0.000,300.000,0.000,1950.000,50.000,9000.000,23100.000,110,49
1055,SC,N,N,0.000,300.000,0.000,1950.000,50.000,9000.000,23100.000,110,49
1068,PM,N,N,0.000,0.000,0.000,1850.000,50.000,9000.000,22200.000,110,54
1051,NV,Y,N,0.000,0.000,0.000,1750.000,50.000,9000.000,21000.000,110,65
1068,PM,N,N,0.000,0.000,0.000,1750.000,50.000,9000.000,21000.000,110,65
1068,PM,N,N,0.000,0.000,0.000,1750.000,50.000,9000.000,21000.000,110,65
1068,PM,N,N,0.000,0.000,0.000,1750.000,50.000,9000.000,21000.000,110,65
1068,PM,N,N,0.000,0.000,0.000,1675.000,50.000,9000.000,20100.000,110,74
1068,PM,N,N,0.000,0.000,0.000,1675.000,50.000,9000.000,20100.000,110,74
1068,PM,N,N,0.000,0.000,0.000,1675.000,50.000,9000.000,20100.000,110,74
1069,TD,Y,N,3100.000,0.000,0.000,1550.000,50.000,9000.000,18600.000,110,96
1069,TD,Y,N,3100.000,0.000,0.000,1550.000,50.000,9000.000,18600.000,110,96
1024,BG,N,N,2800.000,0.000,0.000,1500.000,50.000,9000.000,18000.000,110,101
1069,TD,Y,N,2990.000,0.000,0.000,1495.000,50.000,9000.000,17940.000,110,104
1069,TD,Y,N,2990.000,0.000,0.000,1495.000,50.000,9000.000,17940.000,110,104
1069,TD,Y,N,2990.000,0.000,0.000,1475.000,50.000,9000.000,17700.000,110,107
1069,TD,Y,N,2950.000,0.000,0.000,1475.000,50.000,9000.000,17700.000,110,107
1069,TD,Y,N,2900.000,0.000,0.000,1450.000,50.000,9000.000,17400.000,110,110
1069,TD,Y,N,0.000,0.000,0.000,1400.000,50.000,9000.000,16800.000,110,114
1061,MJ,N,N,1400.000,750.000,0.000,1400.000,50.000,9000.000,16050.000,110,125
1013,HE,Y,N,0.000,0.000,0.000,900.000,50.000,9000.000,10800.000,110,167
1013,HE,Y,N,0.000,0.000,0.000,900.000,50.000,9000.000,10800.000,110,167
1057,BG,Y,N,875.000,0.000,0.000,875.000,50.000,9000.000,10500.000,110,178
1052,EP,N,N,0.000,175.000,0.000,2200.000,49.000,8820.000,26225.000,111,30
1061,VX,N,N,0.000,0.000,0.000,2000.000,49.000,8820.000,24000.000,111,37
1024,PG,N,N,3300.000,125.000,0.000,1650.000,49.000,8820.000,19675.000,111,83
1075,GP,Y,N,0.000,0.000,0.000,1600.000,49.000,8820.000,19200.000,111,87
1094,ED,Y,N,1600.000,50.000,0.000,800.000,49.000,8820.000,9550.000,111,198
1018,DW,Y,N,650.000,100.000,0.000,650.000,49.000,8820.000,7700.000,111,228
1018,DW,Y,N,0.000,0.000,0.000,599.000,49.000,8820.000,7188.000,111,234
1018,DW,Y,N,0.000,0.000,0.000,599.000,49.000,8820.000,7188.000,111,234
1018,DW,Y,N,0.000,0.000,0.000,599.000,49.000,8820.000,7188.000,111,234
1018,DW,Y,N,0.000,0.000,0.000,499.000,49.000,8820.000,5988.000,111,249
1058,GD,Y,N,3500.000,0.000,0.000,2200.000,45.000,8100.000,26400.000,112,29
1095,BJ,Y,N,1900.000,300.000,0.000,1900.000,45.000,8100.000,22500.000,112,53
1069,SC,N,N,1750.000,0.000,0.000,1700.000,45.000,8100.000,20400.000,112,70
1056,SE,N,N,3330.000,0.000,0.000,1665.000,45.000,8100.000,19980.000,112,76
1019,HZ,Y,N,1100.000,0.000,0.000,1100.000,45.000,8100.000,13200.000,112,143
1062,KS,Y,N,1100.000,0.000,0.000,925.000,45.000,8100.000,11100.000,112,164
1062,KS,Y,N,614.000,650.000,0.000,760.000,45.000,8100.000,8470.000,112,219
1069,SC,Y,N,680.000,38.000,0.000,642.000,45.000,8100.000,7666.000,112,229
1069,SC,Y,N,680.000,38.000,0.000,642.000,45.000,8100.000,7666.000,112,229
1062,KS,Y,N,0.000,0.000,0.000,600.000,45.000,8100.000,7200.000,112,233
1062,KS,Y,N,733.000,100.000,0.000,600.000,45.000,8100.000,7100.000,112,237
1062,KS,Y,N,733.000,230.000,0.000,600.000,45.000,8100.000,6970.000,112,239
1062,KS,Y,N,733.000,230.000,0.000,600.000,45.000,8100.000,6970.000,112,239
1103,LH,Y,N,1500.000,150.000,0.000,1500.000,44.000,7920.000,17850.000,113,106
1095,TR,Y,N,0.000,0.000,0.000,1450.000,40.000,7200.000,17400.000,114,110
1019,HZ,Y,N,1100.000,0.000,0.000,1100.000,40.000,7200.000,13200.000,114,143
1055,EB,Y,N,1970.000,200.000,100.000,985.000,40.000,7200.000,11520.000,114,159
1055,EB,Y,N,1900.000,235.000,75.000,950.000,40.000,7200.000,11090.000,114,165
1055,EB,Y,N,750.000,95.000,0.000,750.000,40.000,7200.000,8905.000,114,216
1104,MP,N,N,3300.000,0.000,0.000,1600.000,39.000,7020.000,19200.000,115,87
1104,MP,N,N,0.000,0.000,0.000,1065.000,39.000,7020.000,12780.000,115,149
1033,WB,Y,N,2000.000,25.000,0.000,850.000,39.000,7020.000,10175.000,115,187
1033,WB,Y,N,0.000,0.000,0.000,775.000,39.000,7020.000,9300.000,115,204
1033,WB,Y,N,1000.000,50.000,0.000,775.000,39.000,7020.000,9250.000,115,205
1033,WB,Y,N,2000.000,30.000,0.000,750.000,39.000,7020.000,8970.000,115,213
